7.09462e-10,2.48476e-10,1.31009e-10,2.93443e-10,2.25715e-10,1.80987e-10,2.17038e-10,1.54138e-10,7.44649e-11,1.02883e-10,8.42419e-11,7.77612e-11
9.78259e-09,9.53784e-09,8.70465e-09,7.65317e-09,6.53578e-09,6.09953e-09,4.17845e-09,2.22857e-09,2.41914e-09,1.69057e-09,1.05467e-09,9.14626e-10
8.79967e-08,1.28632e-07,1.53638e-07,1.44188e-07,1.44632e-07,1.54267e-07,1.65243e-07,1.50546e-07,1.56874e-07,1.73961e-07,1.8284e-07,1.73237e-07
5.11878e-07,3.92763e-07,4.72404e-07,6.07429e-07,5.17345e-07,6.0349e-07,5.66449e-07,5.58153e-07,5.22182e-07,5.7031e-07,6.70889e-07,6.88154e-07
1.36689e-06,1.43672e-06,1.12886e-06,1.34229e-06,1.20035e-06,1.04158e-06,1.08818e-06,1.39764e-06,1.01791e-06,1.04203e-06,9.40596e-07,8.14957e-07
1.9623e-06,1.87737e-06,1.49848e-06,1.96939e-06,1.52424e-06,1.52583e-06,1.95324e-06,2.18891e-06,1.76509e-06,1.20695e-06,1.30041e-06,1.58758e-06
2.57872e-06,2.24953e-06,2.18898e-06,1.44032e-06,2.14956e-06,2.88405e-06,3.68914e-06,4.44579e-06,3.33621e-06,2.85423e-06,2.89113e-06,2.58196e-06
4.73797e-06,5.09044e-06,3.90857e-06,2.8144e-06,2.55781e-06,4.89414e-06,4.13571e-06,4.15348e-06,5.7703e-06,4.31004e-06,2.31649e-06,2.65152e-06
8.39374e-06,9.35017e-06,5.08923e-06,3.1842e-06,6.85367e-06,7.37496e-06,7.36427e-06,6.51783e-06,7.06976e-06,6.21432e-06,3.68221e-06,4.02967e-06
1.03431e-05,9.15378e-06,8.93685e-06,6.01553e-06,8.13807e-06,3.89626e-06,7.84726e-06,9.02769e-06,5.48896e-06,7.52727e-06,9.67408e-06,8.86128e-06
1.32089e-05,1.216e-05,1.05699e-05,7.15585e-06,1.35977e-05,1.00045e-05,1.00095e-05,1.07199e-05,9.52105e-06,1.33392e-05,1.53053e-05,1.06453e-05
1.3485e-05,1.01898e-05,1.23282e-05,1.69245e-05,1.05054e-05,1.4882e-05,1.4313e-05,1.50866e-05,1.2658e-05,8.36693e-06,5.36969e-06,4.6534e-06
1.26061e-05,1.04929e-05,1.08963e-05,1.7884e-05,1.59041e-05,1.53657e-05,1.431e-05,1.27736e-05,1.08258e-05,1.12425e-05,8.08981e-06,8.91069e-06
1.62633e-05,1.53615e-05,1.82893e-05,1.28094e-05,7.85154e-06,1.50858e-05,1.76581e-05,1.73234e-05,1.85995e-05,1.05253e-05,8.32878e-06,6.74673e-06
1.76713e-05,1.9593e-05,1.90333e-05,2.08943e-05,1.35016e-05,7.98105e-06,1.66898e-05,3.01164e-05,1.90521e-05,7.30469e-06,1.07316e-05,7.72012e-06
3.37968e-05,4.06344e-05,2.98715e-05,4.14642e-05,4.02748e-05,2.68027e-05,3.7476e-05,5.41291e-05,4.79073e-05,4.08871e-05,2.96456e-05,2.11594e-05
3.44497e-05,4.61909e-05,4.0876e-05,5.1457e-05,5.99174e-05,4.66651e-05,5.34268e-05,5.35375e-05,4.39942e-05,2.44003e-05,1.33528e-05,1.78252e-05
2.28322e-05,3.67074e-05,3.44449e-05,4.21619e-05,4.88924e-05,4.20722e-05,4.02807e-05,4.94423e-05,4.60831e-05,2.78836e-05,2.01904e-05,1.36126e-05
2.31887e-05,3.03815e-05,2.74998e-05,3.66613e-05,4.02512e-05,3.14809e-05,3.22618e-05,4.00657e-05,3.67649e-05,3.07581e-05,2.84605e-05,2.04525e-05
2.287e-05,2.64758e-05,3.15095e-05,3.13669e-05,3.06598e-05,2.31661e-05,1.45589e-05,1.6123e-05,3.23092e-05,3.87411e-05,2.53333e-05,1.56226e-05
3.33253e-05,2.11193e-05,2.68929e-05,2.75394e-05,3.0362e-05,2.49747e-05,2.75561e-05,2.97504e-05,2.12072e-05,1.92872e-05,1.86297e-05,1.84444e-05
1.81752e-05,2.98057e-05,3.83708e-05,3.0318e-05,2.51942e-05,2.77603e-05,3.08561e-05,3.50129e-05,3.26958e-05,2.40452e-05,1.25991e-05,1.37666e-05
3.504e-05,2.53214e-05,2.37612e-05,1.15523e-05,2.38744e-05,1.43146e-05,2.04038e-05,1.61992e-05,2.48367e-05,2.59702e-05,2.87988e-05,3.14471e-05
4.44405e-05,2.58882e-05,2.01625e-05,1.18984e-05,3.03063e-05,3.23744e-05,3.39436e-05,1.98193e-05,1.94415e-05,1.89697e-05,1.84829e-05,3.05478e-05
4.0772e-05,3.19263e-05,2.6986e-05,2.61991e-05,4.23352e-05,4.1206e-05,3.95088e-05,3.40759e-05,4.11705e-05,4.05617e-05,2.99869e-05,3.14598e-05
2.59661e-05,2.06254e-05,1.83145e-05,2.46924e-05,1.8003e-05,2.23722e-05,4.8647e-05,5.06857e-05,3.40581e-05,2.88149e-05,2.67888e-05,2.65422e-05
2.82158e-05,2.78142e-05,3.0422e-05,2.96505e-05,2.67567e-05,2.51263e-05,2.57992e-05,3.0427e-05,3.51267e-05,3.59892e-05,3.3157e-05,2.31415e-05
4.66309e-05,4.62925e-05,3.99627e-05,3.55965e-05,2.71088e-05,2.47055e-05,3.35132e-05,3.55511e-05,3.21129e-05,3.20175e-05,3.43615e-05,3.28997e-05
3.32101e-05,4.3777e-05,3.87645e-05,4.07717e-05,3.26765e-05,2.55455e-05,3.68782e-05,3.14657e-05,2.29435e-05,2.4217e-05,2.48612e-05,2.03476e-05
4.75982e-05,3.86411e-05,2.02895e-05,2.57198e-05,3.44513e-05,3.02182e-05,3.55453e-05,2.52668e-05,1.59338e-05,2.38072e-05,3.50494e-05,3.1465e-05
4.36168e-05,3.29786e-05,2.1327e-05,3.08002e-05,3.68561e-05,1.84864e-05,1.61022e-05,2.75583e-05,2.79717e-05,1.60566e-05,1.38486e-05,1.83564e-05
4.73287e-05,4.53846e-05,2.94485e-05,2.31112e-05,4.53937e-05,3.78412e-05,3.10595e-05,1.86549e-05,2.00358e-05,2.14825e-05,2.92711e-05,2.95438e-05
0.000179656,0.000169852,0.000165336,0.000209298,0.000226538,0.000220109,0.000173653,0.000195027,0.000224172,0.000242658,0.000236039,0.000194455
0.00136014,0.00151512,0.00158626,0.00130598,0.00089678,0.00140439,0.00419435,0.00865146,0.00534381,0.0017457,0.00114706,0.000952158
0.000767089,0.000683682,0.00125182,0.000734709,0.000452833,0.000576904,0.00578948,0.0151162,0.0078032,0.0012167,0.00107676,0.000924647
