0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-27.0921,1.02257,0.289874,0.782748,0.384465,0.475121,0.651633,0.393905,-0.0187143,-0.240029,0.0147302,-0.543098,-0.262076,0.197583,0.129512,0.181407,0.204133,0.0742002,0.0613156,-0.0782839
-21.6966,0.959361,0.087732,0.172948,-0.0328785,0.53497,0.695916,0.602965,0.170697,-0.152622,0.192958,0.115703,-0.276556,-0.109683,-0.034207,0.192723,-0.0386378,0.119441,0.308569,-0.0869597
-21.5707,1.18151,0.244208,0.049778,-0.10335,0.53275,0.527959,0.0618019,0.0154226,-0.189865,0.0274926,0.0736055,-0.194722,-0.0107692,0.0626955,0.0973503,0.0931869,0.0534938,0.0938876,-0.0159745
-21.77,1.08444,0.370369,0.0161782,-0.0888008,0.283641,-0.0118699,0.00012632,0.142063,-0.0407395,0.0766999,0.0413053,0.137185,0.137632,0.170124,0.277926,0.349052,0.251228,0.170108,0.0356155
-21.8166,1.03911,0.212287,0.325319,0.0503329,0.102858,0.243752,0.18221,0.0238599,0.0170902,0.00485548,0.112233,-0.269369,-0.0602192,0.257993,0.400292,0.285343,0.17234,-0.00536188,-0.166907
-22.3738,0.626726,0.447397,0.764562,0.258104,0.29866,0.549825,0.0592977,-0.0846259,0.301955,0.037467,-0.110064,-0.173495,-0.0869298,0.118501,0.121292,-0.187945,-0.0469757,-0.155812,-0.145973
-22.366,0.765466,0.463842,0.39838,0.0429299,0.307355,0.685945,-0.0730339,0.0144879,0.139031,-0.0195184,-0.173458,-0.0477782,0.252087,0.0598303,-0.23736,0.0145133,0.09769,-0.0208116,-0.276354
-22.7164,0.49324,0.699607,0.823722,0.0372977,-0.00642748,0.310025,0.373027,0.00714366,-0.143635,0.135503,0.0679613,0.124425,0.142757,0.168502,-0.0479665,0.126623,0.138431,-0.000819585,0.051106
-22.4374,0.602177,0.373339,0.555882,-0.0294655,0.120709,0.401451,0.473098,0.0666232,-0.128757,0.259633,0.0146471,0.198991,-0.0547471,-0.139897,-0.0746828,0.195266,-0.0216994,-0.0541491,0.0264538
-22.4054,0.594973,0.32044,0.239432,-0.00680601,0.105218,0.0343349,0.308115,0.196404,0.224307,0.370359,0.314236,0.312432,0.11538,-0.0176753,-0.102933,0.230309,0.271367,0.0432739,-0.0643273
-22.6236,0.524556,0.298765,0.461409,0.19753,0.068875,0.152968,-0.0133005,0.170226,0.287112,0.47526,0.336422,-0.0711394,0.303091,0.21414,0.144704,0.182603,-0.00107432,0.204684,0.124879
-22.5182,0.840653,0.503869,0.151573,-0.029606,0.170725,0.173562,0.0842596,0.00665041,0.388863,0.360046,0.0586945,-0.130057,0.0354783,0.190438,0.108619,0.227992,0.213719,0.157803,0.0389874
